POJO.Pokemon{id=1, name='Bulbasaur', total='318', hp='45', attack='49', defence='49', spAtk='65', spDef='65', speed='45', type='Grass Poison'}
POJO.Pokemon{id=323, name='Camerupt', total='460', hp='70', attack='10', defence=' 7', spAtk=' 1', spDef='5 ', speed='5 40', type='Fire Ground'}
POJO.Pokemon{id=323, name='Camerupt', total='560', hp='70', attack='12', defence=' 1', spAtk='0 ', spDef='45', speed='105 20', type='Fire Ground'}
POJO.Pokemon{id=324, name='Torkoal', total='470', hp='70', attack='85', defence='14', spAtk=' 8', spDef=' 7', speed=' 20', type='Fire'}
POJO.Pokemon{id=325, name='Spoink', total='330', hp='60', attack='25', defence='35', spAtk='70', spDef='80', speed='60', type='Psychic'}
POJO.Pokemon{id=326, name='Grumpig', total='470', hp='80', attack='45', defence='65', spAtk='90', spDef='11', speed=' 80', type='Psychic'}
POJO.Pokemon{id=327, name='Spinda', total='360', hp='60', attack='60', defence='60', spAtk='60', spDef='60', speed='60', type='Normal'}
POJO.Pokemon{id=328, name='Trapinch', total='290', hp='45', attack='10', defence=' 4', spAtk=' 4', spDef=' 4', speed=' 10', type='Ground'}
POJO.Pokemon{id=329, name='Vibrava', total='340', hp='50', attack='70', defence='50', spAtk='50', spDef='50', speed='70', type='Ground Dragon'}
POJO.Pokemon{id=330, name='Flygon', total='520', hp='80', attack='10', defence=' 8', spAtk=' 8', spDef=' 8', speed=' 100', type='Ground Dragon'}
POJO.Pokemon{id=331, name='Cacnea', total='335', hp='50', attack='85', defence='40', spAtk='85', spDef='40', speed='35', type='Grass'}
POJO.Pokemon{id=332, name='Cacturne', total='475', hp='70', attack='11', defence=' 6', spAtk=' 1', spDef='5 ', speed='0 55', type='Grass Dark'}
POJO.Pokemon{id=333, name='Swablu', total='310', hp='45', attack='40', defence='60', spAtk='40', spDef='75', speed='50', type='Normal Flying'}
POJO.Pokemon{id=334, name='Altaria', total='490', hp='75', attack='70', defence='90', spAtk='70', spDef='10', speed=' 80', type='Dragon Flying'}
POJO.Pokemon{id=334, name='Altaria', total='590', hp='75', attack='11', defence=' 1', spAtk='0 ', spDef='10', speed='105 80', type='Dragon Fairy'}
POJO.Pokemon{id=335, name='Zangoose', total='458', hp='73', attack='11', defence=' 6', spAtk=' 6', spDef=' 6', speed=' 90', type='Normal'}
POJO.Pokemon{id=336, name='Seviper', total='458', hp='73', attack='10', defence=' 6', spAtk=' 1', spDef='0 ', speed='0 65', type='Poison'}
POJO.Pokemon{id=337, name='Lunatone', total='460', hp='90', attack='55', defence='65', spAtk='95', spDef='85', speed='70', type='Rock Psychic'}
POJO.Pokemon{id=338, name='Solrock', total='460', hp='90', attack='95', defence='85', spAtk='55', spDef='65', speed='70', type='Rock Psychic'}
POJO.Pokemon{id=339, name='Barboach', total='288', hp='50', attack='48', defence='43', spAtk='46', spDef='41', speed='60', type='Water Ground'}
POJO.Pokemon{id=340, name='Whiscash', total='468', hp='11', attack=' 7', defence=' 7', spAtk=' 7', spDef=' 7', speed=' 60', type='Water Ground'}
POJO.Pokemon{id=341, name='Corphish', total='308', hp='43', attack='80', defence='65', spAtk='50', spDef='35', speed='35', type='Water'}
POJO.Pokemon{id=342, name='Crawdaunt', total='468', hp='63', attack='12', defence=' 8', spAtk=' 9', spDef=' 5', speed=' 55', type='Water Dark'}
POJO.Pokemon{id=343, name='Baltoy', total='300', hp='40', attack='40', defence='55', spAtk='40', spDef='70', speed='55', type='Ground Psychic'}
POJO.Pokemon{id=344, name='Claydol', total='500', hp='60', attack='70', defence='10', spAtk=' 7', spDef=' 1', speed='0 75', type='Ground Psychic'}
POJO.Pokemon{id=345, name='Lileep', total='355', hp='66', attack='41', defence='77', spAtk='61', spDef='87', speed='23', type='Rock Grass'}
POJO.Pokemon{id=346, name='Cradily', total='495', hp='86', attack='81', defence='97', spAtk='81', spDef='10', speed=' 43', type='Rock Grass'}
POJO.Pokemon{id=347, name='Anorith', total='355', hp='45', attack='95', defence='50', spAtk='40', spDef='50', speed='75', type='Rock Bug'}
POJO.Pokemon{id=348, name='Armaldo', total='495', hp='75', attack='12', defence=' 1', spAtk='0 ', spDef='0 ', speed='0 45', type='Rock Bug'}
POJO.Pokemon{id=349, name='Feebas', total='200', hp='20', attack='15', defence='20', spAtk='10', spDef='55', speed='80', type='Water'}
POJO.Pokemon{id=350, name='Milotic', total='540', hp='95', attack='60', defence='79', spAtk='10', spDef=' 1', speed='5 81', type='Water'}
POJO.Pokemon{id=351, name='Castform', total='420', hp='70', attack='70', defence='70', spAtk='70', spDef='70', speed='70', type='Normal'}
POJO.Pokemon{id=351, name='Castform', total='420', hp='70', attack='70', defence='70', spAtk='70', spDef='70', speed='70', type='Fire'}
POJO.Pokemon{id=351, name='Castform', total='420', hp='70', attack='70', defence='70', spAtk='70', spDef='70', speed='70', type='Water'}
POJO.Pokemon{id=351, name='Castform', total='420', hp='70', attack='70', defence='70', spAtk='70', spDef='70', speed='70', type='Ice'}
POJO.Pokemon{id=352, name='Kecleon', total='440', hp='60', attack='90', defence='70', spAtk='60', spDef='12', speed=' 40', type='Normal'}
POJO.Pokemon{id=353, name='Shuppet', total='295', hp='44', attack='75', defence='35', spAtk='63', spDef='33', speed='45', type='Ghost'}
POJO.Pokemon{id=354, name='Banette', total='455', hp='64', attack='11', defence=' 6', spAtk=' 8', spDef=' 6', speed=' 65', type='Ghost'}
POJO.Pokemon{id=354, name='Banette', total='555', hp='64', attack='16', defence=' 7', spAtk=' 9', spDef=' 8', speed=' 75', type='Ghost'}
POJO.Pokemon{id=355, name='Duskull', total='295', hp='20', attack='40', defence='90', spAtk='30', spDef='90', speed='25', type='Ghost'}
POJO.Pokemon{id=356, name='Dusclops', total='455', hp='40', attack='70', defence='13', spAtk=' 6', spDef=' 1', speed='0 25', type='Ghost'}
POJO.Pokemon{id=357, name='Tropius', total='460', hp='99', attack='68', defence='83', spAtk='72', spDef='87', speed='51', type='Grass Flying'}
POJO.Pokemon{id=358, name='Chimecho', total='455', hp='75', attack='50', defence='80', spAtk='95', spDef='90', speed='65', type='Psychic'}
POJO.Pokemon{id=359, name='Absol', total='465', hp='65', attack='13', defence=' 6', spAtk=' 7', spDef=' 6', speed=' 75', type='Dark'}
POJO.Pokemon{id=359, name='Absol', total='565', hp='65', attack='15', defence=' 6', spAtk=' 1', spDef='5 ', speed='0 115', type='Dark'}
POJO.Pokemon{id=360, name='Wynaut', total='260', hp='95', attack='23', defence='48', spAtk='23', spDef='48', speed='23', type='Psychic'}
POJO.Pokemon{id=361, name='Snorunt', total='300', hp='50', attack='50', defence='50', spAtk='50', spDef='50', speed='50', type='Ice'}
POJO.Pokemon{id=362, name='Glalie', total='480', hp='80', attack='80', defence='80', spAtk='80', spDef='80', speed='80', type='Ice'}
POJO.Pokemon{id=362, name='Glalie', total='580', hp='80', attack='12', defence=' 8', spAtk=' 1', spDef='0 ', speed='0 100', type='Ice'}
POJO.Pokemon{id=363, name='Spheal', total='290', hp='70', attack='40', defence='50', spAtk='55', spDef='50', speed='25', type='Ice Water'}
POJO.Pokemon{id=364, name='Sealeo', total='410', hp='90', attack='60', defence='70', spAtk='75', spDef='70', speed='45', type='Ice Water'}
POJO.Pokemon{id=365, name='Walrein', total='530', hp='11', attack=' 8', defence=' 9', spAtk=' 9', spDef=' 9', speed=' 65', type='Ice Water'}
POJO.Pokemon{id=366, name='Clamperl', total='345', hp='35', attack='64', defence='85', spAtk='74', spDef='55', speed='32', type='Water'}
POJO.Pokemon{id=367, name='Huntail', total='485', hp='55', attack='10', defence=' 1', spAtk='5 ', spDef='4 ', speed='5 52', type='Water'}
POJO.Pokemon{id=368, name='Gorebyss', total='485', hp='55', attack='84', defence='10', spAtk=' 1', spDef='4 ', speed='5 52', type='Water'}
POJO.Pokemon{id=369, name='Relicanth', total='485', hp='10', attack=' 9', defence=' 1', spAtk='0 ', spDef='5 ', speed='5 55', type='Water Rock'}
POJO.Pokemon{id=370, name='Luvdisc', total='330', hp='43', attack='30', defence='55', spAtk='40', spDef='65', speed='97', type='Water'}
POJO.Pokemon{id=371, name='Bagon', total='300', hp='45', attack='75', defence='60', spAtk='40', spDef='30', speed='50', type='Dragon'}
POJO.Pokemon{id=372, name='Shelgon', total='420', hp='65', attack='95', defence='10', spAtk=' 6', spDef=' 5', speed=' 50', type='Dragon'}
POJO.Pokemon{id=373, name='Salamence', total='600', hp='95', attack='13', defence=' 8', spAtk=' 1', spDef='0 ', speed='0 100', type='Dragon Flying'}
POJO.Pokemon{id=373, name='Salamence', total='700', hp='95', attack='14', defence=' 1', spAtk='0 ', spDef='20', speed='90 120', type='Dragon Flying'}
POJO.Pokemon{id=374, name='Beldum', total='300', hp='40', attack='55', defence='80', spAtk='35', spDef='60', speed='30', type='Steel Psychic'}
POJO.Pokemon{id=375, name='Metang', total='420', hp='60', attack='75', defence='10', spAtk=' 5', spDef=' 8', speed=' 50', type='Steel Psychic'}
POJO.Pokemon{id=376, name='Metagross', total='600', hp='80', attack='13', defence=' 1', spAtk='0 ', spDef='5 ', speed='0 70', type='Steel Psychic'}
POJO.Pokemon{id=376, name='Metagross', total='700', hp='80', attack='14', defence=' 1', spAtk='0 ', spDef='05', speed='110 110', type='Steel Psychic'}
POJO.Pokemon{id=377, name='Regirock', total='580', hp='80', attack='10', defence=' 2', spAtk='0 ', spDef='0 ', speed='00 50', type='Rock'}
POJO.Pokemon{id=378, name='Regice', total='580', hp='80', attack='50', defence='10', spAtk=' 1', spDef='0 ', speed='00 50', type='Ice'}
POJO.Pokemon{id=379, name='Registeel', total='580', hp='80', attack='75', defence='15', spAtk=' 7', spDef=' 1', speed='0 50', type='Steel'}
POJO.Pokemon{id=380, name='Latias', total='600', hp='80', attack='80', defence='90', spAtk='11', spDef=' 1', speed='0 110', type='Dragon Psychic'}
POJO.Pokemon{id=380, name='Latias', total='700', hp='80', attack='10', defence=' 1', spAtk='0 ', spDef='40', speed='150 110', type='Dragon Psychic'}
POJO.Pokemon{id=381, name='Latios', total='600', hp='80', attack='90', defence='80', spAtk='13', spDef=' 1', speed='0 110', type='Dragon Psychic'}
POJO.Pokemon{id=381, name='Latios', total='700', hp='80', attack='13', defence=' 1', spAtk='0 ', spDef='60', speed='120 110', type='Dragon Psychic'}
POJO.Pokemon{id=382, name='Kyogre', total='670', hp='10', attack=' 1', defence='0 ', spAtk='0 ', spDef='50', speed='140 90', type='Water'}
POJO.Pokemon{id=382, name='Kyogre', total='770', hp='10', attack=' 1', defence='0 ', spAtk='0 ', spDef='80', speed='160 90', type='Water'}
POJO.Pokemon{id=383, name='Groudon', total='670', hp='10', attack=' 1', defence='0 ', spAtk='40', spDef='10', speed=' 90 90', type='Ground'}
POJO.Pokemon{id=383, name='Groudon', total='770', hp='10', attack=' 1', defence='0 ', spAtk='60', spDef='15', speed=' 90 90', type='Ground Fire'}
POJO.Pokemon{id=384, name='Rayquaza', total='680', hp='10', attack=' 1', defence='0 ', spAtk='0 ', spDef='50', speed='90 95', type='Dragon Flying'}
POJO.Pokemon{id=384, name='Rayquaza', total='780', hp='10', attack=' 1', defence='0 ', spAtk='00', spDef='18', speed=' 100 115', type='Dragon Flying'}
POJO.Pokemon{id=385, name='Jirachi', total='600', hp='10', attack=' 1', defence='0 ', spAtk='00', spDef='10', speed=' 100 100', type='Steel Psychic'}
POJO.Pokemon{id=386, name='Deoxys', total='600', hp='50', attack='15', defence=' 5', spAtk=' 1', spDef='0 ', speed='0 150', type='Psychic'}
POJO.Pokemon{id=386, name='Deoxys', total='600', hp='50', attack='18', defence=' 2', spAtk=' 1', spDef='0 ', speed='0 150', type='Psychic'}
POJO.Pokemon{id=386, name='Deoxys', total='600', hp='50', attack='70', defence='16', spAtk=' 7', spDef=' 1', speed='0 90', type='Psychic'}
POJO.Pokemon{id=386, name='Deoxys', total='600', hp='50', attack='95', defence='90', spAtk='95', spDef='90', speed='180', type='Psychic'}
POJO.Pokemon{id=387, name='Turtwig', total='318', hp='55', attack='68', defence='64', spAtk='45', spDef='55', speed='31', type='Grass'}
POJO.Pokemon{id=388, name='Grotle', total='405', hp='75', attack='89', defence='85', spAtk='55', spDef='65', speed='36', type='Grass'}
POJO.Pokemon{id=389, name='Torterra', total='525', hp='95', attack='10', defence=' 1', spAtk='5 ', spDef='5 ', speed='5 56', type='Grass Ground'}
POJO.Pokemon{id=390, name='Chimchar', total='309', hp='44', attack='58', defence='44', spAtk='58', spDef='44', speed='61', type='Fire'}
POJO.Pokemon{id=391, name='Monferno', total='405', hp='64', attack='78', defence='52', spAtk='78', spDef='52', speed='81', type='Fire Fighting'}
POJO.Pokemon{id=392, name='Infernape', total='534', hp='76', attack='10', defence=' 7', spAtk=' 1', spDef='4 ', speed='1 108', type='Fire Fighting'}
POJO.Pokemon{id=393, name='Piplup', total='314', hp='53', attack='51', defence='53', spAtk='61', spDef='56', speed='40', type='Water'}
POJO.Pokemon{id=394, name='Prinplup', total='405', hp='64', attack='66', defence='68', spAtk='81', spDef='76', speed='50', type='Water'}
POJO.Pokemon{id=395, name='Empoleon', total='530', hp='84', attack='86', defence='88', spAtk='11', spDef=' 1', speed='1 60', type='Water Steel'}
POJO.Pokemon{id=396, name='Starly', total='245', hp='40', attack='55', defence='30', spAtk='30', spDef='30', speed='60', type='Normal Flying'}
POJO.Pokemon{id=397, name='Staravia', total='340', hp='55', attack='75', defence='50', spAtk='40', spDef='40', speed='80', type='Normal Flying'}
POJO.Pokemon{id=398, name='Staraptor', total='485', hp='85', attack='12', defence=' 7', spAtk=' 5', spDef=' 6', speed=' 100', type='Normal Flying'}
POJO.Pokemon{id=399, name='Bidoof', total='250', hp='59', attack='45', defence='40', spAtk='35', spDef='40', speed='31', type='Normal'}
POJO.Pokemon{id=400, name='Bibarel', total='410', hp='79', attack='85', defence='60', spAtk='55', spDef='60', speed='71', type='Normal Water'}
POJO.Pokemon{id=401, name='Kricketot', total='194', hp='37', attack='25', defence='41', spAtk='25', spDef='41', speed='25', type='Bug'}
POJO.Pokemon{id=402, name='Kricketune', total='384', hp='77', attack='85', defence='51', spAtk='55', spDef='51', speed='65', type='Bug'}
POJO.Pokemon{id=403, name='Shinx', total='263', hp='45', attack='65', defence='34', spAtk='40', spDef='34', speed='45', type='Electric'}
POJO.Pokemon{id=404, name='Luxio', total='363', hp='60', attack='85', defence='49', spAtk='60', spDef='49', speed='60', type='Electric'}
POJO.Pokemon{id=405, name='Luxray', total='523', hp='80', attack='12', defence=' 7', spAtk=' 9', spDef=' 7', speed=' 70', type='Electric'}
POJO.Pokemon{id=406, name='Budew', total='280', hp='40', attack='30', defence='35', spAtk='50', spDef='70', speed='55', type='Grass Poison'}
POJO.Pokemon{id=407, name='Roserade', total='515', hp='60', attack='70', defence='65', spAtk='12', spDef=' 1', speed='5 90', type='Grass Poison'}
POJO.Pokemon{id=408, name='Cranidos', total='350', hp='67', attack='12', defence=' 4', spAtk=' 3', spDef=' 3', speed=' 58', type='Rock'}
POJO.Pokemon{id=409, name='Rampardos', total='495', hp='97', attack='16', defence=' 6', spAtk=' 6', spDef=' 5', speed=' 58', type='Rock'}
POJO.Pokemon{id=410, name='Shieldon', total='350', hp='30', attack='42', defence='11', spAtk=' 4', spDef=' 8', speed=' 30', type='Rock Steel'}
POJO.Pokemon{id=411, name='Bastiodon', total='495', hp='60', attack='52', defence='16', spAtk=' 4', spDef=' 1', speed='8 30', type='Rock Steel'}
POJO.Pokemon{id=412, name='Burmy', total='224', hp='40', attack='29', defence='45', spAtk='29', spDef='45', speed='36', type='Bug'}
POJO.Pokemon{id=413, name='Wormadam', total='424', hp='60', attack='59', defence='85', spAtk='79', spDef='10', speed=' 36', type='Bug Grass'}
POJO.Pokemon{id=413, name='Wormadam', total='424', hp='60', attack='79', defence='10', spAtk=' 5', spDef=' 8', speed=' 36', type='Bug Ground'}
POJO.Pokemon{id=413, name='Wormadam', total='424', hp='60', attack='69', defence='95', spAtk='69', spDef='95', speed='36', type='Bug Steel'}
POJO.Pokemon{id=414, name='Mothim', total='424', hp='70', attack='94', defence='50', spAtk='94', spDef='50', speed='66', type='Bug Flying'}
POJO.Pokemon{id=415, name='Combee', total='244', hp='30', attack='30', defence='42', spAtk='30', spDef='42', speed='70', type='Bug Flying'}
POJO.Pokemon{id=416, name='Vespiquen', total='474', hp='70', attack='80', defence='10', spAtk=' 8', spDef=' 1', speed='2 40', type='Bug Flying'}
POJO.Pokemon{id=417, name='Pachirisu', total='405', hp='60', attack='45', defence='70', spAtk='45', spDef='90', speed='95', type='Electric'}
POJO.Pokemon{id=418, name='Buizel', total='330', hp='55', attack='65', defence='35', spAtk='60', spDef='30', speed='85', type='Water'}
POJO.Pokemon{id=419, name='Floatzel', total='495', hp='85', attack='10', defence=' 5', spAtk=' 8', spDef=' 5', speed=' 115', type='Water'}
POJO.Pokemon{id=420, name='Cherubi', total='275', hp='45', attack='35', defence='45', spAtk='62', spDef='53', speed='35', type='Grass'}
POJO.Pokemon{id=421, name='Cherrim', total='450', hp='70', attack='60', defence='70', spAtk='87', spDef='78', speed='85', type='Grass'}
POJO.Pokemon{id=422, name='Shellos', total='325', hp='76', attack='48', defence='48', spAtk='57', spDef='62', speed='34', type='Water'}
POJO.Pokemon{id=423, name='Gastrodon', total='475', hp='11', attack=' 8', defence=' 6', spAtk=' 9', spDef=' 8', speed=' 39', type='Water Ground'}
POJO.Pokemon{id=424, name='Ambipom', total='482', hp='75', attack='10', defence=' 6', spAtk=' 6', spDef=' 6', speed=' 115', type='Normal'}
POJO.Pokemon{id=425, name='Drifloon', total='348', hp='90', attack='50', defence='34', spAtk='60', spDef='44', speed='70', type='Ghost Flying'}
POJO.Pokemon{id=426, name='Drifblim', total='498', hp='15', attack=' 8', defence=' 4', spAtk=' 9', spDef=' 5', speed=' 80', type='Ghost Flying'}
POJO.Pokemon{id=427, name='Buneary', total='350', hp='55', attack='66', defence='44', spAtk='44', spDef='56', speed='85', type='Normal'}
POJO.Pokemon{id=428, name='Lopunny', total='480', hp='65', attack='76', defence='84', spAtk='54', spDef='96', speed='105', type='Normal'}
POJO.Pokemon{id=428, name='Lopunny', total='580', hp='65', attack='13', defence=' 9', spAtk=' 5', spDef=' 9', speed=' 135', type='Normal Fighting'}
POJO.Pokemon{id=429, name='Mismagius', total='495', hp='60', attack='60', defence='60', spAtk='10', spDef=' 1', speed='5 105', type='Ghost'}
POJO.Pokemon{id=430, name='Honchkrow', total='505', hp='10', attack=' 1', defence='5 ', spAtk='2 ', spDef='05', speed='52 71', type='Dark Flying'}
POJO.Pokemon{id=431, name='Glameow', total='310', hp='49', attack='55', defence='42', spAtk='42', spDef='37', speed='85', type='Normal'}
POJO.Pokemon{id=432, name='Purugly', total='452', hp='71', attack='82', defence='64', spAtk='64', spDef='59', speed='112', type='Normal'}
POJO.Pokemon{id=433, name='Chingling', total='285', hp='45', attack='30', defence='50', spAtk='65', spDef='50', speed='45', type='Psychic'}
POJO.Pokemon{id=434, name='Stunky', total='329', hp='63', attack='63', defence='47', spAtk='41', spDef='41', speed='74', type='Poison Dark'}
POJO.Pokemon{id=435, name='Skuntank', total='479', hp='10', attack=' 9', defence=' 6', spAtk=' 7', spDef=' 6', speed=' 84', type='Poison Dark'}
POJO.Pokemon{id=436, name='Bronzor', total='300', hp='57', attack='24', defence='86', spAtk='24', spDef='86', speed='23', type='Steel Psychic'}
POJO.Pokemon{id=437, name='Bronzong', total='500', hp='67', attack='89', defence='11', spAtk=' 7', spDef=' 1', speed='6 33', type='Steel Psychic'}
POJO.Pokemon{id=438, name='Bonsly', total='290', hp='50', attack='80', defence='95', spAtk='10', spDef='45', speed='10', type='Rock'}
POJO.Pokemon{id=439, name='Mime Jr.', total='310', hp='20', attack='25', defence='45', spAtk='70', spDef='90', speed='60', type='Psychic Fairy'}
POJO.Pokemon{id=440, name='Happiny', total='220', hp='10', attack=' 5', defence='5 ', spAtk='5 ', spDef='5 ', speed='0', type='Normal'}
POJO.Pokemon{id=441, name='Chatot', total='411', hp='76', attack='65', defence='45', spAtk='92', spDef='42', speed='91', type='Normal Flying'}
POJO.Pokemon{id=442, name='Spiritomb', total='485', hp='50', attack='92', defence='10', spAtk=' 9', spDef=' 1', speed='8 35', type='Ghost Dark'}
POJO.Pokemon{id=443, name='Gible', total='300', hp='58', attack='70', defence='45', spAtk='40', spDef='45', speed='42', type='Dragon Ground'}
POJO.Pokemon{id=444, name='Gabite', total='410', hp='68', attack='90', defence='65', spAtk='50', spDef='55', speed='82', type='Dragon Ground'}
POJO.Pokemon{id=445, name='Garchomp', total='600', hp='10', attack=' 1', defence='0 ', spAtk='5 ', spDef='0 ', speed='5 102', type='Dragon Ground'}
POJO.Pokemon{id=445, name='Garchomp', total='700', hp='10', attack=' 1', defence='0 ', spAtk='15', spDef='12', speed=' 95 92', type='Dragon Ground'}
POJO.Pokemon{id=446, name='Munchlax', total='390', hp='13', attack=' 8', defence=' 4', spAtk=' 4', spDef=' 8', speed=' 5', type='Normal'}
POJO.Pokemon{id=447, name='Riolu', total='285', hp='40', attack='70', defence='40', spAtk='35', spDef='40', speed='60', type='Fighting'}
POJO.Pokemon{id=448, name='Lucario', total='525', hp='70', attack='11', defence=' 7', spAtk=' 1', spDef='5 ', speed='0 90', type='Fighting Steel'}
POJO.Pokemon{id=448, name='Lucario', total='625', hp='70', attack='14', defence=' 8', spAtk=' 1', spDef='0 ', speed='0 112', type='Fighting Steel'}
POJO.Pokemon{id=449, name='Hippopotas', total='330', hp='68', attack='72', defence='78', spAtk='38', spDef='42', speed='32', type='Ground'}
POJO.Pokemon{id=450, name='Hippowdon', total='525', hp='10', attack=' 1', defence='2 ', spAtk='18', spDef='68', speed='72 47', type='Ground'}
POJO.Pokemon{id=451, name='Skorupi', total='330', hp='40', attack='50', defence='90', spAtk='30', spDef='55', speed='65', type='Poison Bug'}
POJO.Pokemon{id=452, name='Drapion', total='500', hp='70', attack='90', defence='11', spAtk=' 6', spDef=' 7', speed=' 95', type='Poison Dark'}
POJO.Pokemon{id=453, name='Croagunk', total='300', hp='48', attack='61', defence='40', spAtk='61', spDef='40', speed='50', type='Poison Fighting'}
POJO.Pokemon{id=454, name='Toxicroak', total='490', hp='83', attack='10', defence=' 6', spAtk=' 8', spDef=' 6', speed=' 85', type='Poison Fighting'}
POJO.Pokemon{id=455, name='Carnivine', total='454', hp='74', attack='10', defence=' 7', spAtk=' 9', spDef=' 7', speed=' 46', type='Grass'}
POJO.Pokemon{id=456, name='Finneon', total='330', hp='49', attack='49', defence='56', spAtk='49', spDef='61', speed='66', type='Water'}
POJO.Pokemon{id=457, name='Lumineon', total='460', hp='69', attack='69', defence='76', spAtk='69', spDef='86', speed='91', type='Water'}
POJO.Pokemon{id=458, name='Mantyke', total='345', hp='45', attack='20', defence='50', spAtk='60', spDef='12', speed=' 50', type='Water Flying'}
POJO.Pokemon{id=459, name='Snover', total='334', hp='60', attack='62', defence='50', spAtk='62', spDef='60', speed='40', type='Grass Ice'}
POJO.Pokemon{id=460, name='Abomasnow', total='494', hp='90', attack='92', defence='75', spAtk='92', spDef='85', speed='60', type='Grass Ice'}
POJO.Pokemon{id=460, name='Abomasnow', total='594', hp='90', attack='13', defence=' 1', spAtk='5 ', spDef='32', speed='105 30', type='Grass Ice'}
POJO.Pokemon{id=461, name='Weavile', total='510', hp='70', attack='12', defence=' 6', spAtk=' 4', spDef=' 8', speed=' 125', type='Dark Ice'}
POJO.Pokemon{id=462, name='Magnezone', total='535', hp='70', attack='70', defence='11', spAtk=' 1', spDef='0 ', speed='0 60', type='Electric Steel'}
POJO.Pokemon{id=463, name='Lickilicky', total='515', hp='11', attack=' 8', defence=' 9', spAtk=' 8', spDef=' 9', speed=' 50', type='Normal'}
POJO.Pokemon{id=464, name='Rhyperior', total='535', hp='11', attack=' 1', defence='0 ', spAtk='30', spDef='55', speed='55 40', type='Ground Rock'}
POJO.Pokemon{id=465, name='Tangrowth', total='535', hp='10', attack=' 1', defence='0 ', spAtk='25', spDef='11', speed=' 50 50', type='Grass'}
POJO.Pokemon{id=466, name='Electivire', total='540', hp='75', attack='12', defence=' 6', spAtk=' 9', spDef=' 8', speed=' 95', type='Electric'}
POJO.Pokemon{id=467, name='Magmortar', total='540', hp='75', attack='95', defence='67', spAtk='12', spDef=' 9', speed=' 83', type='Fire'}
POJO.Pokemon{id=468, name='Togekiss', total='545', hp='85', attack='50', defence='95', spAtk='12', spDef=' 1', speed='5 80', type='Fairy Flying'}
POJO.Pokemon{id=469, name='Yanmega', total='515', hp='86', attack='76', defence='86', spAtk='11', spDef=' 5', speed=' 95', type='Bug Flying'}
POJO.Pokemon{id=470, name='Leafeon', total='525', hp='65', attack='11', defence=' 1', spAtk='0 ', spDef='0 ', speed='5 95', type='Grass'}
POJO.Pokemon{id=471, name='Glaceon', total='525', hp='65', attack='60', defence='11', spAtk=' 1', spDef='0 ', speed='5 65', type='Ice'}
POJO.Pokemon{id=472, name='Gliscor', total='510', hp='75', attack='95', defence='12', spAtk=' 4', spDef=' 7', speed=' 95', type='Ground Flying'}
POJO.Pokemon{id=473, name='Mamoswine', total='530', hp='11', attack=' 1', defence='0 ', spAtk='0 ', spDef='0 ', speed='0 80', type='Ice Ground'}
POJO.Pokemon{id=474, name='Porygon-Z', total='535', hp='85', attack='80', defence='70', spAtk='13', spDef=' 7', speed=' 90', type='Normal'}
POJO.Pokemon{id=475, name='Gallade', total='518', hp='68', attack='12', defence=' 6', spAtk=' 6', spDef=' 1', speed='5 80', type='Psychic Fighting'}
POJO.Pokemon{id=475, name='Gallade', total='618', hp='68', attack='16', defence=' 9', spAtk=' 6', spDef=' 1', speed='5 110', type='Psychic Fighting'}
POJO.Pokemon{id=476, name='Probopass', total='525', hp='60', attack='55', defence='14', spAtk=' 7', spDef=' 1', speed='0 40', type='Rock Steel'}
POJO.Pokemon{id=477, name='Dusknoir', total='525', hp='45', attack='10', defence=' 1', spAtk='5 ', spDef='5 ', speed='35 45', type='Ghost'}
POJO.Pokemon{id=478, name='Froslass', total='480', hp='70', attack='80', defence='70', spAtk='80', spDef='70', speed='110', type='Ice Ghost'}
POJO.Pokemon{id=479, name='Rotom', total='440', hp='50', attack='50', defence='77', spAtk='95', spDef='77', speed='91', type='Electric Ghost'}
POJO.Pokemon{id=479, name='Rotom', total='520', hp='50', attack='65', defence='10', spAtk=' 1', spDef='5 ', speed='07 86', type='Electric Fire'}
POJO.Pokemon{id=479, name='Rotom', total='520', hp='50', attack='65', defence='10', spAtk=' 1', spDef='5 ', speed='07 86', type='Electric Water'}
POJO.Pokemon{id=479, name='Rotom', total='520', hp='50', attack='65', defence='10', spAtk=' 1', spDef='5 ', speed='07 86', type='Electric Ice'}
POJO.Pokemon{id=479, name='Rotom', total='520', hp='50', attack='65', defence='10', spAtk=' 1', spDef='5 ', speed='07 86', type='Electric Flying'}
POJO.Pokemon{id=479, name='Rotom', total='520', hp='50', attack='65', defence='10', spAtk=' 1', spDef='5 ', speed='07 86', type='Electric Grass'}
POJO.Pokemon{id=480, name='Uxie', total='580', hp='75', attack='75', defence='13', spAtk=' 7', spDef=' 1', speed='0 95', type='Psychic'}
POJO.Pokemon{id=481, name='Mesprit', total='580', hp='80', attack='10', defence=' 1', spAtk='5 ', spDef='05', speed='105 80', type='Psychic'}
POJO.Pokemon{id=482, name='Azelf', total='580', hp='75', attack='12', defence=' 7', spAtk=' 1', spDef='5 ', speed='0 115', type='Psychic'}
POJO.Pokemon{id=483, name='Dialga', total='680', hp='10', attack=' 1', defence='0 ', spAtk='20', spDef='15', speed=' 100 90', type='Steel Dragon'}
POJO.Pokemon{id=484, name='Palkia', total='680', hp='90', attack='12', defence=' 1', spAtk='0 ', spDef='50', speed='120 100', type='Water Dragon'}
